DAY,MO,YR,HRS,OBS,TUVU,BLVU,OSPR,BAEA U,BAEA I,BAEA A,NOHA,SSHA,COHA,NOGO,RSHA,BWHA,SWHA,RTHA,RLHA,GOEA U,GOEA I,GOEA A,AMKE,MERL,PEFA,GYRF,MIKI,STKI,UNID ACCIPITER,UNID BUTEO,UNID EAGLE,UNID FALCON,UNID RAPTOR,RAPTORS,OBSERVERS
29,8,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
30,8,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
31,8,1954,4,1,0,0,6,0,1,0,2,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,,,,,,,,18,
1,9,1954,9,1,0,0,2,0,0,4,1,8,0,0,0,4,0,4,0,0,0,0,3,0,0,0,,,,,,,,26,
2,9,1954,9,1,0,0,3,0,0,3,2,1,1,0,0,33,0,1,0,0,1,0,2,0,1,0,,,,,,,,48,
3,9,1954,9,1,0,0,3,0,0,1,0,5,0,0,0,28,0,2,0,0,0,0,0,0,0,0,,,,,,,,42,
4,9,1954,9,1,0,0,4,0,0,0,1,6,1,0,0,54,0,1,0,0,0,0,3,0,0,0,,,,,,,,70,
5,9,1954,4,1,0,0,1,0,0,1,1,13,0,0,0,98,0,2,0,0,0,0,2,0,0,0,,,,,,,,118,
6,9,1954,9,1,0,0,2,0,0,0,1,2,0,0,1,6,0,0,0,0,0,0,1,0,0,0,,,,,,,,13,
7,9,1954,7,1,0,0,13,0,1,3,0,18,0,0,0,120,0,3,0,0,1,0,1,0,0,0,,,,,,,,160,
9,9,1954,9,1,0,0,8,0,1,2,1,8,0,0,0,56,0,1,0,0,0,0,3,2,0,0,,,,,,,,84,
10,9,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
11,9,1954,9,1,0,0,24,0,1,3,0,5,1,0,0,42,0,4,0,0,0,0,0,0,0,0,,,,,,,,81,
12,9,1954,9,1,0,0,11,0,0,1,2,22,2,0,0,452,0,7,0,0,0,0,6,0,0,0,,,,,,,,505,
13,9,1954,8,1,0,0,9,0,0,0,0,24,2,0,0,1293,0,4,0,0,0,0,1,0,0,0,,,,,,,,1333,
14,9,1954,9,1,0,0,11,0,1,1,1,19,2,0,0,358,0,2,0,0,0,0,2,0,0,0,,,,,,,,397,
15,9,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
16,9,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
17,9,1954,9,1,0,0,6,0,2,1,1,19,0,0,0,464,0,3,0,0,0,0,4,0,1,0,,,,,,,,501,
18,9,1954,9,1,0,0,3,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,,12,
19,9,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,9,1954,4,1,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8,
21,9,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
22,9,1954,10,1,0,0,81,4,0,0,1,72,2,0,0,1030,0,7,0,0,0,0,19,0,4,0,,,,,,,,1224,
23,9,1954,9,1,0,0,18,0,0,2,2,162,2,0,0,462,0,10,0,0,0,0,11,2,0,0,,,,,,,,677,
24,9,1954,9,1,0,0,1,0,0,0,2,38,3,0,0,35,0,4,0,0,0,0,4,0,0,0,,,,,,,,88,
25,9,1954,9,1,0,0,4,0,0,0,6,46,0,0,0,162,0,8,0,0,0,0,0,0,2,0,,,,,,,,230,
26,9,1954,9,2,0,0,12,0,0,0,2,84,4,0,0,900,0,4,0,0,0,0,0,1,1,0,,,,,,,,1008,
27,9,1954,9,1,0,0,5,0,0,1,5,165,3,0,2,96,0,7,0,0,0,0,19,3,0,0,,,,,,,,306,
28,9,1954,9,1,0,0,6,0,0,0,1,66,4,0,0,9,0,3,0,0,0,0,5,0,0,0,,,,,,,,94,
29,9,1954,9,1,0,0,33,0,0,0,6,29,2,0,1,170,0,7,0,0,2,0,3,0,0,0,,,,,,,,259,
30,9,1954,9,1,0,0,3,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,17,
1,10,1954,9,1,0,0,2,0,0,0,0,85,3,0,0,3,0,0,0,0,0,0,5,1,0,0,,,,,,,,101,
2,10,1954,9,1,0,0,15,0,0,0,6,150,6,0,0,5,0,2,0,0,0,0,6,0,1,0,,,,,,,,191,
3,10,1954,9,1,0,0,1,0,0,0,3,63,3,0,0,1,0,2,0,0,0,0,1,0,1,0,,,,,,,,75,
4,10,1954,9,1,0,0,3,0,0,1,7,275,1,0,0,1,0,0,0,0,0,0,3,1,6,0,,,,,,,,298,
5,10,1954,9,1,0,0,5,0,0,0,1,100,5,0,0,8,0,9,0,0,0,0,9,0,1,0,,,,,,,,143,
6,10,1954,9,1,0,0,11,0,0,0,4,195,30,0,11,0,0,69,0,0,0,2,8,2,2,0,,,,,,,,339,
7,10,1954,9,1,0,0,1,0,0,0,1,108,9,0,19,2,0,52,0,0,0,1,3,0,0,0,,,,,,,,200,
8,10,1954,9,1,0,0,0,0,0,0,2,60,0,0,0,0,0,13,0,0,2,0,1,0,0,0,,,,,,,,85,
9,10,1954,9,1,0,0,1,0,0,0,6,55,2,0,2,0,0,3,0,0,0,0,2,0,2,0,,,,,,,,78,
10,10,1954,9,1,0,0,0,0,0,0,1,170,1,0,1,0,0,2,0,0,0,0,1,0,0,0,,,,,,,,176,
11,10,1954,9,1,0,0,0,0,0,0,2,50,1,0,0,0,0,5,0,0,0,1,2,0,0,0,,,,,,,,61,
12,10,1954,9,1,0,0,2,0,0,0,4,100,2,0,5,1,0,12,0,0,0,1,4,0,0,0,,,,,,,,135,
13,10,1954,9,1,0,0,0,0,0,0,1,175,7,0,3,0,0,7,0,0,0,0,3,4,0,0,,,,,,,,200,
14,10,1954,9,1,0,0,0,0,0,0,2,85,0,0,1,0,0,6,0,0,0,0,1,2,1,0,,,,,,,,98,
15,10,1954,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
16,10,1954,9,1,0,0,0,0,0,0,3,200,4,0,4,0,0,4,0,0,0,0,1,1,0,0,,,,,,,,219,
17,10,1954,9,1,0,0,0,0,0,0,0,200,14,0,6,1,0,12,0,0,0,0,7,1,1,0,,,,,,,,242,
18,10,1954,9,1,0,0,0,0,0,1,1,29,3,0,5,0,0,14,0,0,0,0,4,0,0,0,,,,,,,,63,
19,10,1954,9,1,0,0,2,0,0,0,4,40,11,0,63,0,0,32,0,0,0,2,1,0,0,0,,,,,,,,159,
20,10,1954,4,1,0,0,0,0,0,0,1,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,10,
21,10,1954,9,1,0,0,0,0,1,0,3,70,25,10,72,0,0,456,1,0,0,6,0,0,1,0,,,,,,,,645,
22,10,1954,9,1,0,0,0,0,0,0,3,18,10,6,30,0,0,375,0,0,1,0,0,0,0,0,,,,,,,,443,
23,10,1954,9,2,0,0,0,0,0,0,9,20,5,16,11,0,0,165,0,0,1,0,2,0,0,0,,,,,,,,229,
24,10,1954,9,2,0,0,0,0,0,0,2,30,2,8,28,0,0,166,0,0,2,3,0,1,0,0,,,,,,,,246,
25,10,1954,9,1,0,0,0,0,0,0,1,1,0,0,1,0,0,25,0,0,1,1,0,0,0,0,,,,,,,,30,
26,10,1954,9,1,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,8,
27,10,1954,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,
28,10,1954,9,1,0,0,0,0,0,0,8,9,0,0,9,0,0,6,0,0,0,1,0,0,0,0,,,,,,,,47,
29,10,1954,4,1,0,0,0,0,0,0,3,1,0,0,3,0,0,23,0,0,0,0,0,0,0,0,,,,,,,,30,
30,10,1954,5,1,0,0,0,0,0,0,7,8,1,1,6,0,0,88,0,0,0,0,0,0,1,0,,,,,,,,112,
31,10,1954,9,1,0,0,0,0,0,0,2,6,2,0,10,0,0,42,0,0,1,0,0,0,1,0,,,,,,,,64,
1,11,1954,8,1,0,0,0,0,0,0,0,9,0,0,3,0,0,30,0,0,0,1,0,0,0,0,,,,,,,,43,
2,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
3,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
4,11,1954,8,1,0,0,0,0,0,0,3,5,0,1,1,0,0,38,0,0,0,1,0,0,0,0,,,,,,,,49,
5,11,1954,6,1,0,0,0,0,0,0,1,6,3,5,5,0,0,116,0,0,1,2,0,0,1,0,,,,,,,,140,
6,11,1954,8,1,0,0,0,0,0,0,1,2,0,4,0,0,0,18,0,0,0,0,0,0,0,0,,,,,,,,25,
7,11,1954,8,1,0,0,0,0,0,0,0,5,0,1,3,0,0,16,0,0,0,0,0,0,0,0,,,,,,,,25,
8,11,1954,8,1,0,0,0,0,0,0,3,10,1,9,2,0,0,34,0,0,0,0,0,0,0,0,,,,,,,,59,
9,11,1954,8,1,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,1,0,0,0,0,0,,,,,,,,30,
10,11,1954,8,1,0,0,0,0,0,0,2,0,0,1,1,0,0,11,1,0,0,0,0,0,0,0,,,,,,,,16,
11,11,1954,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,,,,,,,,14,
12,11,1954,8,1,0,0,0,0,0,0,1,3,0,6,0,0,0,26,0,0,0,4,0,0,0,0,,,,,,,,41,
13,11,1954,8,4,0,0,0,0,0,0,3,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,,,,,,,,20,
14,11,1954,8,1,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,8,
15,11,1954,5,1,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,7,
16,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
17,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
18,11,1954,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2,
19,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
21,11,1954,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,1,
22,11,1954,6,1,0,0,0,0,0,0,1,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,24,
23,11,1954,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
24,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
25,11,1954,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,10,
26,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
27,11,1954,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,8,
29,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
30,11,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
5,12,1954,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,5,
14,8,1955,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,
19,8,1955,4,1,0,0,3,1,1,5,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,,,,,,,,26,
21,8,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
22,8,1955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,1,
23,8,1955,2,1,0,0,2,0,0,1,1,6,0,0,0,1,0,2,0,0,0,0,3,0,0,0,,,,,,,,16,
24,8,1955,2,1,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,10,
25,8,1955,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,,,,,,,4,
26,8,1955,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,
27,8,1955,8,1,0,0,2,0,5,18,2,2,1,0,0,4,0,0,0,0,0,0,5,0,0,0,,,,,,,,39,
28,8,1955,3,1,0,0,6,0,0,3,2,8,0,0,0,23,0,1,0,0,0,0,6,0,0,0,,,,,,,,49,
29,8,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
30,8,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
31,8,1955,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
3,9,1955,9,1,0,0,9,0,5,4,2,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,,,,,,,,33,
4,9,1955,9,1,0,0,4,0,3,4,2,4,1,0,0,20,0,1,0,0,0,0,0,0,0,0,,,,,,,,39,
5,9,1955,9,1,0,0,2,0,0,2,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,18,
6,9,1955,9,1,0,0,8,0,0,2,2,4,0,0,0,10,0,1,0,0,0,0,3,0,0,0,,,,,,,,31,
7,9,1955,9,1,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,,,,,,,,11,
8,9,1955,9,1,0,0,0,0,0,0,0,1,0,0,0,51,0,1,0,0,0,0,2,0,0,0,,,,,,,,55,
9,9,1955,9,1,0,0,5,0,0,3,2,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,,,,,,,,52,
10,9,1955,9,1,0,0,4,0,0,1,1,14,0,0,0,9,0,1,0,0,0,0,2,0,0,0,,,,,,,,32,
11,9,1955,9,1,0,0,0,0,0,1,1,21,2,0,0,13,0,3,0,0,0,1,0,0,0,0,,,,,,,,47,
12,9,1955,4,1,0,0,25,0,1,2,1,23,0,0,0,139,0,0,0,0,0,0,11,0,2,0,,,,,,,,204,
13,9,1955,9,1,0,0,9,0,0,0,0,13,0,0,0,440,0,0,0,0,0,0,3,0,0,0,,,,,,,,470,
14,9,1955,9,1,0,0,17,1,0,1,3,18,0,0,0,953,0,2,0,0,0,0,0,0,0,0,,,,,,,,1004,
15,9,1955,9,2,0,0,2,0,0,0,2,8,1,0,0,13,0,1,0,0,0,0,1,0,0,0,,,,,,,,28,
16,9,1955,9,2,0,0,7,0,0,1,1,17,1,0,1,246,0,1,0,0,0,0,1,0,1,0,,,,,,,,278,
17,9,1955,9,3,0,0,6,0,0,0,1,16,1,0,0,2940,0,0,0,0,0,0,3,0,0,0,,,,,,,,2967,
18,9,1955,10,3,0,0,46,0,2,2,7,40,3,0,0,800,0,3,0,0,0,0,26,0,0,0,,,,,,,,929,
19,9,1955,9,1,0,0,24,0,0,0,1,21,2,0,0,1985,0,0,0,0,0,0,3,0,0,0,,,,,,,,2036,
20,9,1955,9,1,0,0,33,0,2,0,1,14,2,0,0,300,0,0,0,0,0,0,21,0,0,0,,,,,,,,373,
21,9,1955,9,1,0,0,8,0,0,0,1,51,2,0,0,47,0,3,0,0,1,0,18,1,0,0,,,,,,,,132,
22,9,1955,9,1,0,0,13,0,0,0,2,19,1,0,1,584,0,0,0,0,0,0,0,0,1,0,,,,,,,,633,
23,9,1955,9,1,0,0,43,0,0,1,5,40,0,0,0,482,0,2,0,0,0,0,2,0,3,0,,,,,,,,578,
25,9,1955,9,1,0,0,23,0,0,0,6,240,15,0,0,185,0,11,0,0,1,1,37,2,0,0,,,,,,,,521,
26,9,1955,9,1,0,0,4,0,0,0,1,20,0,0,0,3,0,2,0,0,0,0,0,0,0,0,,,,,,,,30,
27,9,1955,9,1,40,0,9,0,0,0,1,77,5,0,0,122,0,2,0,0,0,0,4,0,0,0,,,,,,,,264,
28,9,1955,9,1,0,0,1,0,0,0,2,180,0,0,0,2,0,0,0,0,0,0,1,2,1,0,,,,,,,,192,
29,9,1955,9,1,0,0,0,0,0,0,0,40,0,0,2,38,0,3,0,0,0,1,1,0,0,0,,,,,,,,87,
30,9,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
1,10,1955,9,1,0,0,10,0,0,0,2,118,15,0,1,36,0,18,0,0,1,0,20,0,0,0,,,,,,,,221,
2,10,1955,9,1,0,0,4,0,0,0,4,45,5,0,1,8,0,6,0,0,1,1,5,0,0,0,,,,,,,,85,
3,10,1955,4,1,0,0,1,0,0,0,0,33,3,0,0,3,0,0,0,0,0,0,2,0,0,0,,,,,,,,42,
4,10,1955,9,1,0,0,2,0,0,0,2,40,0,0,2,2,0,2,0,0,0,0,1,0,0,0,,,,,,,,51,
5,10,1955,9,1,6,0,5,0,0,0,4,26,2,0,0,2,0,6,0,0,0,0,2,0,1,0,,,,,,,,56,
6,10,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
7,10,1955,4,1,15,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,21,
8,10,1955,6,1,0,0,3,0,0,0,3,208,12,1,0,0,0,3,0,0,0,1,5,0,5,0,,,,,,,,241,
9,10,1955,9,1,0,0,1,0,0,0,6,350,11,0,0,0,0,5,0,0,0,2,4,0,6,0,,,,,,,,386,
10,10,1955,8,1,0,0,0,0,0,0,5,1055,46,1,3,0,0,22,0,0,0,1,32,6,3,0,,,,,,,,1180,
11,10,1955,9,1,0,0,3,0,0,0,9,490,30,0,12,0,0,9,0,0,1,0,8,0,1,0,,,,,,,,568,
12,10,1955,9,1,0,0,4,0,0,0,4,106,6,0,5,0,0,13,0,0,0,0,2,0,0,0,,,,,,,,147,
13,10,1955,9,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,7,
15,10,1955,9,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,
16,10,1955,4,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,15,
17,10,1955,5,1,0,0,1,0,0,0,4,110,3,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,121,
18,10,1955,9,1,0,0,1,0,0,0,2,50,2,0,0,0,0,4,0,0,0,0,2,1,1,0,,,,,,,,63,
19,10,1955,9,1,0,0,3,0,0,0,5,150,6,2,12,0,0,22,0,0,0,3,10,1,2,0,,,,,,,,219,
20,10,1955,9,1,0,0,0,0,0,0,15,475,20,2,5,0,0,150,0,0,0,0,7,0,2,0,,,,,,,,678,
21,10,1955,9,1,0,0,0,0,0,0,3,54,4,0,1,0,0,18,0,0,0,1,1,1,1,0,,,,,,,,84,
22,10,1955,9,1,0,0,0,0,2,0,1,90,10,3,50,0,0,180,0,0,0,3,1,0,0,0,,,,,,,,350,
23,10,1955,9,1,0,0,0,0,0,0,14,75,3,0,16,0,0,105,0,0,1,4,0,3,0,0,,,,,,,,239,
24,10,1955,9,1,0,0,0,0,0,0,4,25,3,0,0,0,0,27,0,0,0,0,0,0,0,0,,,,,,,,59,
25,10,1955,9,1,0,0,0,0,0,0,1,73,15,4,21,0,0,230,0,0,1,5,0,1,1,0,,,,,,,,352,
26,10,1955,9,1,0,0,0,0,0,0,7,40,13,0,15,0,0,204,0,0,1,0,0,4,0,0,,,,,,,,286,
27,10,1955,9,1,0,0,0,0,0,0,3,32,10,1,32,0,0,211,0,0,0,0,0,1,2,0,,,,,,,,297,
28,10,1955,9,1,0,0,0,0,2,0,5,14,2,0,88,0,0,306,0,0,0,0,0,0,0,0,,,,,,,,448,
29,10,1955,9,3,0,0,0,0,0,0,36,15,3,2,4,0,0,90,0,0,0,0,0,0,0,0,,,,,,,,161,
30,10,1955,9,1,0,0,0,0,0,0,3,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,,,,,31,
31,10,1955,9,1,0,0,1,0,0,0,6,20,2,0,46,0,0,100,0,0,0,0,0,0,1,0,,,,,,,,186,
1,11,1955,8,1,0,0,0,0,0,0,6,33,10,0,56,0,0,337,0,0,0,2,0,0,0,0,,,,,,,,444,
2,11,1955,8,1,0,0,0,0,1,0,2,3,1,1,4,0,0,176,0,0,0,1,0,0,0,0,,,,,,,,189,
4,11,1955,8,1,0,0,0,0,0,0,3,2,1,0,10,0,0,183,0,0,0,1,1,0,0,0,,,,,,,,201,
5,11,1955,8,1,0,0,0,0,0,0,2,3,2,3,5,0,0,283,0,0,0,0,0,0,0,0,,,,,,,,298,
6,11,1955,4,1,0,0,0,0,0,0,0,1,2,0,6,0,0,25,0,0,0,0,0,0,0,0,,,,,,,,34,
7,11,1955,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
8,11,1955,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,,,,,,,29,
9,11,1955,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,1,0,0,0,0,,,,,,,,28,
10,11,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
11,11,1955,6,1,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,9,
12,11,1955,8,2,0,0,0,0,0,0,3,8,2,0,1,0,0,62,0,1,1,0,0,0,0,0,,,,,,,,78,
13,11,1955,8,1,0,0,0,0,0,0,2,2,0,0,0,0,0,14,0,0,0,1,0,0,0,0,,,,,,,,21,
14,11,1955,4,1,1,0,0,0,0,0,3,6,0,0,0,0,0,148,0,0,0,2,0,0,0,0,,,,,,,,160,
15,11,1955,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,,,,,,,,54,
16,11,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
17,11,1955,6,1,0,0,0,0,0,0,0,0,0,2,3,0,0,180,0,0,0,3,0,0,0,0,,,,,,,,188,
18,11,1955,6,1,0,0,0,0,0,0,1,0,0,4,8,0,0,250,0,0,0,3,0,0,0,0,,,,,,,,266,
19,11,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,11,1955,8,1,0,0,0,0,0,0,1,0,0,3,7,0,0,104,0,0,1,0,0,0,0,0,,,,,,,,116,
21,11,1955,5,1,0,0,0,0,0,1,0,0,0,3,0,0,0,27,0,0,0,1,0,0,0,0,,,,,,,,32,
22,11,1955,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2,
23,11,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
24,11,1955,5,1,0,0,0,0,0,1,0,0,0,2,0,0,0,26,0,0,0,3,0,0,0,0,,,,,,,,32,
25,11,1955,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
26,11,1955,7,1,0,0,0,0,0,2,1,0,0,5,2,0,0,39,0,0,0,3,0,0,0,0,,,,,,,,52,
27,11,1955,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
28,11,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
29,11,1955,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,
24,8,1956,3,1,0,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,8,
25,8,1956,10,1,0,0,1,0,0,1,3,6,0,0,0,17,0,10,0,0,0,0,2,0,0,0,,,,,,,,40,"D_Howard, "
27,8,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
28,8,1956,5,1,0,0,0,0,4,6,2,4,0,0,0,5,0,1,0,0,0,0,4,0,0,0,,,,,,,,26,"Broun_M, "
29,8,1956,7,1,0,0,3,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,0,0,,,,,,,,13,"Alex?, Hansen_T, "
30,8,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
1,9,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
2,9,1956,9,1,0,0,4,0,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,15,"Broun_M, "
3,9,1956,9,2,0,0,9,0,1,2,2,9,0,0,0,23,0,5,0,0,0,0,3,0,0,0,,,,,,,,54,"Miller_B, Mears_F, "
4,9,1956,9,1,0,0,5,0,1,3,0,3,0,0,0,23,0,0,0,0,0,0,7,0,0,0,,,,,,,,42,"Broun_M, Miller_B, Alex Nagy, "
5,9,1956,9,1,0,0,16,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,,,,,,,,25,"Broun_M, "
6,9,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
7,9,1956,7,1,0,0,6,0,0,2,0,9,0,0,0,29,0,3,0,0,0,0,4,0,1,0,,,,,,,,54,"Alex Nagy, "
8,9,1956,9,1,0,0,3,0,0,1,1,15,1,0,0,186,0,7,0,0,0,0,3,0,0,0,,,,,,,,217,"Bihun Andy, Alex Nagy, "
9,9,1956,9,1,0,0,3,0,0,2,1,17,1,0,0,530,0,9,0,0,1,0,5,0,0,0,,,,,,,,569,"Bihun Andy, Alex Nagy, "
10,9,1956,9,1,0,0,3,0,1,0,2,3,1,0,0,410,0,2,0,0,0,0,0,0,0,0,,,,,,,,422,"Bihun Andy, Alex Nagy, Broun_M, "
11,9,1956,9,1,0,0,14,0,0,0,2,6,1,0,0,550,0,0,0,0,0,0,0,0,0,0,,,,,,,,573,"Bihun Andy, Alex Nagy, "
12,9,1956,7,1,0,0,4,0,0,0,1,3,0,0,0,533,0,0,0,0,0,0,1,0,0,0,,,,,,,,542,"Bihun Andy, Alex Nagy, "
