DAY,MO,YR,HRS,OBS,TUVU,BLVU,OSPR,BAEA U,BAEA I,BAEA A,NOHA,SSHA,COHA,NOGO,RSHA,BWHA,SWHA,RTHA,RLHA,GOEA U,GOEA I,GOEA A,AMKE,MERL,PEFA,GYRF,MIKI,STKI,UNID ACCIPITER,UNID BUTEO,UNID EAGLE,UNID FALCON,UNID RAPTOR,RAPTORS,OBSERVERS
31,10,1936,9,1,1,0,0,0,0,0,0,27,4,15,13,0,0,82,0,0,1,1,0,0,1,0,,,,,,,,145,"Broun_M, "
1,11,1936,8,1,0,0,0,0,0,0,3,18,0,1,0,0,0,31,0,0,0,0,0,0,0,0,,,,,,,,53,"Broun_M, "
2,11,1936,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,
3,11,1936,8,1,0,0,0,0,0,1,1,23,1,4,0,0,0,62,1,0,1,0,0,0,0,0,,,,,,,,94,"Broun_M, "
4,11,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
5,11,1936,7,1,0,0,0,0,1,0,1,18,2,15,2,0,0,275,2,0,1,1,0,0,0,0,,,,,,,,318,"Broun_M, "
6,11,1936,8,1,0,0,0,0,0,1,2,1,0,10,1,0,0,38,0,0,0,0,0,0,0,0,,,,,,,,53,"Broun_M, "
7,11,1936,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,7,"Broun_M, "
8,11,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
9,11,1936,8,1,0,0,0,0,0,0,1,9,1,2,3,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,26,"Broun_M, "
10,11,1936,8,1,0,0,0,0,1,0,2,5,1,7,2,0,0,46,3,0,1,4,0,0,0,0,,,,,,,,72,"Broun_M, "
11,11,1936,8,1,0,0,0,0,0,0,1,2,1,6,1,0,0,48,0,0,0,0,0,0,0,0,,,,,,,,59,"Broun_M, "
12,11,1936,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,"Broun_M, "
13,11,1936,8,1,0,0,0,0,0,0,0,5,2,18,0,0,0,62,2,0,1,3,0,0,0,0,,,,,,,,93,"Broun_M, "
14,11,1936,8,1,0,0,0,0,0,0,2,1,1,6,0,0,0,6,0,0,0,1,0,0,0,0,,,,,,,,17,"Broun_M, "
15,11,1936,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,,,,,,,,9,"Broun_M, "
16,11,1936,6,1,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,1,0,0,0,0,,,,,,,,19,"Broun_M, "
17,11,1936,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,3,"Broun_M, "
18,11,1936,8,1,0,0,0,0,0,0,0,0,0,12,1,0,0,13,0,0,3,1,0,0,0,0,,,,,,,,30,"Broun_M, "
19,11,1936,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
20,11,1936,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,5,"Broun_M, "
21,11,1936,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2,"Broun_M, "
22,11,1936,7,1,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,10,"Broun_M, "
23,11,1936,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,3,
24,11,1936,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
2,9,1937,4,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,,,,,,,,5,"Broun_M, "
3,9,1937,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,"Broun_M, "
4,9,1937,6,1,0,0,1,0,0,0,0,7,1,0,0,5,0,0,0,0,0,0,3,0,0,0,,,,,,,,17,"Broun_M, "
5,9,1937,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,"Broun_M, "
6,9,1937,9,1,0,0,1,0,0,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,8,"Broun_M, "
7,9,1937,9,1,0,0,2,0,0,3,1,1,0,0,0,95,0,0,0,0,0,0,1,0,0,0,,,,,,,,103,"Broun_M, "
8,9,1937,9,1,0,0,0,0,1,1,3,14,1,0,2,78,0,3,0,0,0,0,7,0,0,0,,,,,,,,110,"Broun_M, "
9,9,1937,9,1,0,0,0,0,2,0,4,9,2,0,0,186,0,4,0,0,0,0,1,0,0,0,,,,,,,,208,"Broun_M, "
10,9,1937,9,1,0,0,0,0,0,0,4,18,0,0,0,17,0,1,0,0,0,0,0,0,0,0,,,,,,,,40,"Broun_M, "
11,9,1937,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,"Broun_M, "
12,9,1937,9,1,0,0,0,0,0,2,0,14,1,0,1,14,0,1,0,0,0,0,3,0,0,0,,,,,,,,36,"Broun_M, "
13,9,1937,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
14,9,1937,9,1,0,0,2,0,0,0,1,11,0,0,0,54,0,1,0,0,0,0,3,0,0,0,,,,,,,,72,"Broun_M, "
15,9,1937,9,1,0,0,22,0,0,2,2,8,0,1,0,93,0,0,0,0,0,0,2,0,0,0,,,,,,,,130,"Broun_M, "
16,9,1937,9,1,0,0,3,0,0,1,4,9,0,0,0,105,0,1,0,0,0,0,0,0,0,0,,,,,,,,123,"Broun_M, "
17,9,1937,4,1,0,0,1,0,0,0,1,9,0,0,0,235,0,0,0,0,0,0,4,0,0,0,,,,,,,,250,"Broun_M, "
18,9,1937,9,1,0,0,11,0,0,2,2,10,2,0,2,736,0,2,0,0,0,0,0,0,0,0,,,,,,,,767,"Broun_M, "
19,9,1937,9,1,0,0,0,0,0,0,0,15,0,0,0,138,0,1,0,0,0,1,6,0,1,0,,,,,,,,162,"Broun_M, "
20,9,1937,9,1,0,0,6,0,1,0,0,54,13,2,9,288,0,5,0,0,0,1,9,0,0,0,,,,,,,,388,"Broun_M, "
21,9,1937,9,1,0,0,1,0,0,0,2,25,3,0,0,45,0,1,0,0,0,0,1,0,1,0,,,,,,,,79,"Broun_M, "
22,9,1937,9,1,0,0,6,0,1,0,6,23,3,0,5,560,0,2,0,0,0,0,0,0,0,0,,,,,,,,606,"Broun_M, "
23,9,1937,4,1,0,0,38,0,1,0,1,45,1,1,1,1246,0,1,0,0,0,0,2,0,0,0,,,,,,,,1337,"Broun_M, Frey_E, Yohns_E, "
24,9,1937,9,1,0,0,5,0,1,0,2,42,1,0,0,273,0,0,0,0,0,0,2,0,0,0,,,,,,,,326,"Broun_M, "
25,9,1937,7,1,0,0,13,0,0,0,1,48,7,2,0,103,0,0,0,0,0,0,1,0,3,0,,,,,,,,178,"Frey_E, "
26,9,1937,9,1,0,0,31,0,0,0,3,187,2,0,1,29,0,4,0,0,0,1,38,1,2,0,,,,,,,,299,"Broun_M, "
27,9,1937,9,1,0,0,2,0,0,0,1,48,0,1,0,32,0,2,0,0,0,0,0,0,0,0,,,,,,,,86,"Broun_M, "
28,9,1937,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,"Broun_M, "
29,9,1937,9,1,0,0,1,0,1,0,1,35,2,0,0,1,0,2,0,0,0,0,1,0,0,0,,,,,,,,44,
30,9,1937,9,1,0,0,1,0,0,0,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,22,"Broun_M, "
1,10,1937,9,1,8,0,7,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,47,"Broun_M, "
2,10,1937,9,1,0,0,2,0,0,0,2,82,3,0,3,2,0,1,0,0,0,0,5,1,0,0,,,,,,,,101,"Broun_M, "
3,10,1937,9,1,0,0,14,0,0,0,3,18,0,0,0,0,0,2,0,0,0,0,0,0,4,0,,,,,,,,41,"Broun_M, "
4,10,1937,9,1,1,0,6,0,0,0,1,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,56,"Broun_M, "
5,10,1937,9,1,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,16,"Broun_M, "
6,10,1937,9,1,0,0,0,0,0,0,0,42,1,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,46,"Broun_M, "
7,10,1937,9,1,6,0,9,0,0,1,0,894,77,0,2,0,0,15,0,0,2,0,28,1,11,0,,,,,,,,1046,"Broun_M, "
8,10,1937,9,1,1,0,1,0,1,0,2,734,127,0,7,0,0,60,0,0,0,1,13,1,3,0,,,,,,,,951,"Broun_M, "
9,10,1937,9,1,2,0,0,0,0,0,3,88,27,1,0,0,0,106,0,0,0,0,0,0,1,0,,,,,,,,231,"Broun_M, Frey_E, "
10,10,1937,2,1,0,0,1,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,25,"Broun_M, "
11,10,1937,9,1,0,0,0,0,0,0,4,202,34,0,29,0,0,68,0,0,1,1,2,1,1,0,,,,,,,,343,"Broun_M, "
12,10,1937,9,1,9,0,2,0,0,0,0,137,12,0,6,0,0,23,0,0,2,0,0,2,1,0,,,,,,,,194,"Broun_M, "
13,10,1937,9,1,0,0,1,0,0,0,1,110,6,0,5,0,0,87,0,0,1,1,2,0,3,0,,,,,,,,217,"Broun_M, "
14,10,1937,9,1,2,0,0,0,1,0,6,115,10,0,7,0,0,115,0,0,1,2,1,2,0,0,,,,,,,,262,"Broun_M, "
15,10,1937,9,1,0,0,0,0,0,0,2,422,33,0,6,0,0,375,1,0,0,3,1,0,1,0,,,,,,,,844,"Broun_M, "
16,10,1937,9,1,0,0,0,0,0,0,3,73,7,0,5,0,0,75,0,0,0,4,0,0,3,0,,,,,,,,170,"Broun_M, "
17,10,1937,9,1,0,0,0,0,1,0,3,66,8,2,1,0,0,54,0,0,0,1,0,0,0,0,,,,,,,,141,"Broun_M, "
18,10,1937,9,1,0,0,0,0,0,0,1,9,3,0,0,0,0,10,0,0,0,1,1,0,0,0,,,,,,,,25,"Broun_M, "
19,10,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,10,1937,4,1,0,0,0,0,0,0,0,90,3,0,0,0,0,6,0,0,0,1,0,0,0,0,,,,,,,,100,"Broun_M, "
21,10,1937,9,1,0,0,0,0,0,0,1,63,1,0,0,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,73,"Broun_M, "
22,10,1937,9,1,0,0,0,0,0,0,0,50,6,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,76,"Broun_M, "
23,10,1937,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,"Broun_M, "
24,10,1937,9,1,0,0,0,0,0,0,2,68,4,0,0,0,0,2,0,0,0,0,0,0,1,0,,,,,,,,77,"Broun_M, "
25,10,1937,9,1,0,0,0,0,0,0,1,70,1,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,82,"Broun_M, "
26,10,1937,9,1,1,0,0,0,0,0,5,32,3,0,8,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,68,"Broun_M, "
27,10,1937,9,1,0,0,0,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,,,,,30,"Broun_M, "
28,10,1937,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
29,10,1937,9,1,0,0,0,0,0,0,10,323,26,1,10,0,0,99,0,0,1,1,2,0,0,0,,,,,,,,473,"Broun_M, "
30,10,1937,9,1,0,0,0,0,0,0,8,77,20,1,2,0,0,305,0,0,3,3,0,1,1,0,,,,,,,,421,"Broun_M, "
31,10,1937,10,1,1,0,0,0,2,0,7,131,16,3,3,0,0,985,0,0,5,4,0,0,1,0,,,,,,,,1158,"Broun_M, Goldstein_H, "
1,11,1937,8,1,0,0,0,0,0,0,8,4,0,1,5,0,0,620,0,0,0,0,1,0,0,0,,,,,,,,639,"Broun_M, "
2,11,1937,8,1,0,0,0,0,0,0,8,12,1,0,2,0,0,108,0,0,1,0,0,0,0,0,,,,,,,,132,"Broun_M, "
3,11,1937,8,1,0,0,0,0,1,0,0,15,2,3,5,0,0,460,0,0,0,2,0,0,0,0,,,,,,,,488,"Broun_M, "
4,11,1937,8,1,1,0,0,0,0,0,0,16,3,2,5,0,0,77,0,0,0,1,0,0,0,0,,,,,,,,105,"Broun_M, "
5,11,1937,8,1,0,0,0,0,0,0,8,4,5,1,7,0,0,158,1,0,0,2,0,0,0,0,,,,,,,,186,"Broun_M, "
6,11,1937,8,1,0,0,1,0,0,0,2,19,1,6,7,0,0,305,0,0,1,0,0,0,0,0,,,,,,,,342,"Broun_M, "
7,11,1937,8,1,2,0,0,0,0,0,4,5,1,0,1,0,0,150,2,0,0,1,0,0,0,0,,,,,,,,166,"Broun_M, "
9,11,1937,8,1,1,0,0,0,0,0,4,1,2,1,0,0,0,80,0,0,0,1,0,0,1,0,,,,,,,,91,"Broun_M, "
10,11,1937,8,1,6,0,0,0,0,0,1,17,1,1,2,0,0,114,0,0,0,1,0,0,0,0,,,,,,,,143,"Broun_M, "
11,11,1937,8,1,0,0,0,0,0,0,1,3,0,3,1,0,0,59,0,0,0,0,0,0,0,0,,,,,,,,67,
12,11,1937,8,1,0,0,0,0,0,0,2,2,0,0,1,0,0,55,0,0,0,0,0,0,0,0,,,,,,,,60,"Broun_M, "
13,11,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
14,11,1937,8,1,0,0,0,0,0,0,1,0,0,1,3,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,13,"Broun_M, "
15,11,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
16,11,1937,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,,,,,,,,33,"Broun_M, "
17,11,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
18,11,1937,8,1,0,0,0,0,0,0,0,1,0,4,2,0,0,74,0,0,1,2,0,0,0,0,,,,,,,,84,"Broun_M, "
19,11,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,11,1937,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,2,1,0,0,0,0,,,,,,,,40,"Broun_M, "
21,11,1937,8,1,1,0,0,0,0,0,1,5,0,0,0,0,0,37,0,0,0,1,0,0,1,0,,,,,,,,46,"Broun_M, "
22,11,1937,8,1,0,0,0,0,0,1,1,0,0,6,0,0,0,38,0,0,1,6,0,0,0,0,,,,,,,,53,"Broun_M, "
23,11,1937,9,1,0,0,0,0,0,2,0,1,1,2,2,0,0,22,0,0,0,1,0,0,0,0,,,,,,,,31,"Broun_M, "
24,11,1937,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,2,"Broun_M, "
25,11,1937,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
26,11,1937,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
27,11,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
28,11,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
29,11,1937,6,1,0,0,0,0,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,0,,,,,,,,9,"Broun_M, "
30,11,1937,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,4,"Broun_M, "
1,12,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
2,12,1937,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
3,12,1937,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
1,9,1938,9,1,0,0,3,0,1,5,1,12,2,0,0,0,0,0,0,0,0,0,7,0,0,0,,,,,,,,31,"Broun_M, "
2,9,1938,9,1,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,11,"Broun_M, "
3,9,1938,9,1,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,9,"Broun_M, "
4,9,1938,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,"Broun_M, "
5,9,1938,9,1,0,0,6,0,0,2,1,17,1,0,0,2,0,1,0,0,0,0,8,0,0,0,,,,,,,,38,"Broun_M, "
6,9,1938,9,1,0,0,1,0,1,0,0,6,1,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,20,"Broun_M, "
7,9,1938,4,1,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,8,"Frey_E, "
8,9,1938,8,1,0,0,2,0,1,0,1,4,2,0,0,18,0,0,0,0,0,0,2,0,0,0,,,,,,,,30,"Frey_E, "
9,9,1938,9,1,0,0,1,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,9,"Broun_M, "
10,9,1938,9,1,0,0,4,0,0,2,6,15,2,0,4,523,0,0,0,0,0,0,2,0,0,0,,,,,,,,558,"Broun_M, "
11,9,1938,9,1,0,0,3,0,0,0,5,36,1,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,53,"Broun_M, "
12,9,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
13,9,1938,9,1,0,0,5,0,2,0,1,9,0,0,0,15,0,0,0,0,0,0,1,0,0,0,,,,,,,,33,"Broun_M, "
14,9,1938,9,1,0,0,5,0,0,1,3,65,5,0,0,375,0,1,0,0,0,0,2,1,0,0,,,,,,,,458,"Broun_M, "
15,9,1938,5,1,0,0,2,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,1,0,0,0,,,,,,,,27,"Broun_M, "
16,9,1938,9,1,0,0,1,0,0,0,2,27,0,0,1,184,0,0,0,0,0,0,5,0,0,0,,,,,,,,220,"Broun_M, "
22,9,1938,9,1,0,0,10,0,0,1,1,18,0,0,1,885,0,1,0,0,0,0,0,0,1,0,,,,,,,,918,"Broun_M, "
23,9,1938,9,1,0,0,32,0,5,4,2,187,17,0,0,1785,0,3,0,0,0,0,17,3,7,0,,,,,,,,2062,"Broun_M, "
24,9,1938,8,1,13,0,9,0,2,2,5,185,18,0,0,4078,0,3,0,0,0,0,8,1,1,0,,,,,,,,4325,"Broun_M, "
25,9,1938,9,1,0,0,2,0,1,0,4,130,16,0,0,1166,0,32,0,0,0,0,11,0,1,0,,,,,,,,1363,"Broun_M, "
26,9,1938,9,1,22,0,6,0,1,1,3,70,4,0,0,1492,0,3,0,0,0,0,4,0,0,0,,,,,,,,1606,"Broun_M, "
27,9,1938,9,1,0,0,4,0,0,0,1,17,1,0,0,140,0,0,0,0,0,0,0,0,1,0,,,,,,,,164,"Broun_M, "
28,9,1938,9,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,10,"Broun_M, "
29,9,1938,9,1,0,0,1,0,0,0,4,17,5,0,0,29,0,2,0,0,0,0,1,1,0,0,,,,,,,,60,"Broun_M, "
30,9,1938,9,1,0,0,5,0,0,1,3,58,5,0,2,16,0,1,0,0,0,0,4,0,0,0,,,,,,,,95,"Broun_M, "
1,10,1938,9,1,1,0,3,0,0,0,5,136,7,0,1,7,0,30,0,0,1,3,4,0,2,0,,,,,,,,200,"Broun_M, "
2,10,1938,9,1,0,0,0,0,0,0,2,78,10,0,6,1,0,12,0,0,0,0,2,0,0,0,,,,,,,,111,"Broun_M, "
3,10,1938,9,1,0,0,2,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,,,,,,,,9,"Broun_M, "
4,10,1938,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,4,"Broun_M, "
5,10,1938,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,"Broun_M, "
7,10,1938,9,1,0,0,0,0,0,0,1,15,3,0,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,22,"Broun_M, "
8,10,1938,9,1,0,0,0,0,0,0,1,186,10,0,5,0,0,10,0,0,2,1,1,1,0,0,,,,,,,,217,"Broun_M, "
9,10,1938,9,1,0,0,3,0,0,0,3,220,7,0,3,0,0,37,0,0,0,2,0,0,1,0,,,,,,,,276,"Broun_M, "
10,10,1938,9,1,0,0,1,0,0,0,2,275,8,1,15,0,0,58,0,0,1,0,0,0,1,0,,,,,,,,362,"Kahn_D, "
11,10,1938,9,1,0,0,0,0,0,0,1,26,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,32,"Broun_M, "
12,10,1938,9,1,0,0,1,0,0,0,6,92,6,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,111,"Broun_M, "
13,10,1938,9,1,0,0,0,0,0,0,1,33,0,0,1,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,42,"Broun_M, "
14,10,1938,9,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,9,"Broun_M, "
15,10,1938,9,1,0,0,0,0,0,0,4,74,6,0,0,1,0,12,0,0,0,0,0,0,0,0,,,,,,,,97,"Broun_M, "
16,10,1938,9,1,0,0,0,0,0,0,3,34,2,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,42,"Broun_M, "
17,10,1938,9,1,0,0,1,0,0,0,1,138,1,0,1,0,0,6,0,0,0,0,0,0,1,0,,,,,,,,149,"Kahn_D, "
18,10,1938,9,,0,0,3,0,0,0,4,10,4,0,0,1,0,24,0,0,2,0,0,1,1,0,,,,,,,,50,"Broun_M, "
19,10,1938,1,1,0,0,3,0,0,0,8,4,2,0,1,0,0,2,0,0,0,0,0,1,1,0,,,,,,,,22,"Broun_M, "
20,10,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
21,10,1938,9,1,0,0,0,0,0,0,4,178,6,0,3,0,0,35,0,0,1,0,1,1,0,0,,,,,,,,229,"Broun_M, "
22,10,1938,9,1,0,0,0,0,0,0,5,109,2,0,2,0,0,61,0,0,0,0,0,0,1,0,,,,,,,,180,"Broun_M, "
23,10,1938,9,1,0,0,0,0,0,0,4,33,2,0,1,0,0,17,0,0,0,0,0,0,3,0,,,,,,,,60,"Broun_M, "
24,10,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
25,10,1938,9,1,1,0,2,0,0,0,6,298,11,1,3,0,0,200,0,0,1,1,1,1,0,0,,,,,,,,526,"Broun_M, "
26,10,1938,9,1,0,0,0,0,0,0,16,91,13,0,3,0,0,126,0,0,1,1,0,0,0,0,,,,,,,,251,"Broun_M, "
27,10,1938,9,1,0,0,1,0,0,0,2,77,3,2,21,0,0,178,0,0,0,1,0,0,0,0,,,,,,,,285,"Broun_M, "
28,10,1938,7,1,0,0,0,0,0,0,3,23,2,0,14,0,0,262,0,0,0,0,0,0,0,0,,,,,,,,304,"Broun_M, "
29,10,1938,9,1,0,0,0,0,0,0,2,4,4,1,22,0,0,60,0,0,0,0,0,0,0,0,,,,,,,,93,"Broun_M, "
30,10,1938,9,1,0,0,5,0,1,0,0,8,3,1,11,0,0,228,0,1,1,1,0,0,0,0,,,,,,,,260,"Broun_M, "
31,10,1938,9,1,0,0,0,0,0,1,3,2,0,0,2,0,0,40,0,0,0,0,0,0,1,0,,,,,,,,49,"Broun_M, "
1,11,1938,8,1,0,0,0,0,0,0,8,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,,,,,,,53,"Broun_M, "
2,11,1938,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,4,"Broun_M, "
3,11,1938,4,1,0,0,0,0,0,0,4,2,1,0,0,0,0,188,0,0,0,0,0,0,0,0,,,,,,,,195,"Broun_M, "
5,11,1938,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,,15,"Broun_M, "
6,11,1938,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,2,"Broun_M, "
7,11,1938,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,3,"Broun_M, "
8,11,1938,8,1,22,0,0,0,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,35,"Broun_M, "
9,11,1938,9,1,0,0,0,0,0,0,2,9,2,0,10,0,0,152,0,0,1,4,0,0,0,0,,,,,,,,180,"Broun_M, "
10,11,1938,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,,,,,,,,31,"Broun_M, "
11,11,1938,8,1,0,0,0,0,0,0,6,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,,,,,,,,34,
12,11,1938,8,1,0,0,0,0,0,0,2,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,,,,,,,16,"Broun_M, "
13,11,1938,8,1,0,0,0,0,0,0,13,4,0,0,0,0,0,28,0,0,0,1,0,0,0,0,,,,,,,,46,"Broun_M, "
14,11,1938,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,,,,,,,,53,"Broun_M, "
15,11,1938,8,1,1,0,0,0,0,1,3,4,1,2,2,0,0,155,0,0,0,3,0,0,0,0,,,,,,,,172,"Broun_M, "
16,11,1938,8,1,0,0,0,0,0,0,2,0,0,1,1,0,0,32,0,0,0,1,0,0,0,0,,,,,,,,37,"Broun_M, "
17,11,1938,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,11,1938,8,1,0,0,0,0,0,0,3,1,0,0,4,0,0,18,0,0,0,0,0,0,0,0,,,,,,,,26,"Broun_M, "
21,11,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
